nh,clust,agric_equipment_code,Member_own_any_equipment
8,4539,64,2
8,4539,65,1
9,4539,21,2
9,4539,22,2
9,4539,31,2
9,4539,41,2
9,4539,42,2
9,4539,51,1
9,4539,61,2
9,4539,62,2
9,4539,63,2
9,4539,64,2
9,4539,65,1
10,4539,21,2
10,4539,22,2
10,4539,31,2
10,4539,41,2
10,4539,42,2
10,4539,51,2
10,4539,61,2
10,4539,62,2
10,4539,63,2
10,4539,64,2
10,4539,65,1
11,4539,21,2
11,4539,22,2
11,4539,31,2
11,4539,41,2
11,4539,42,2
11,4539,51,2
11,4539,61,2
11,4539,62,2
11,4539,63,2
11,4539,64,2
11,4539,65,1
12,4539,21,2
12,4539,22,2
12,4539,31,2
12,4539,41,2
12,4539,42,2
12,4539,51,2
12,4539,61,2
12,4539,62,2
12,4539,63,2
12,4539,64,2
12,4539,65,1
13,4539,21,2
13,4539,22,2
13,4539,31,2
13,4539,41,2
13,4539,42,2
13,4539,51,2
13,4539,61,2
13,4539,62,2
13,4539,63,2
13,4539,64,2
13,4539,65,1
14,4539,21,2
14,4539,22,2
14,4539,31,2
14,4539,41,2
14,4539,42,2
14,4539,51,2
14,4539,61,2
14,4539,62,2
14,4539,63,2
14,4539,64,2
14,4539,65,1
15,4539,21,2
15,4539,22,2
15,4539,31,2
15,4539,41,2
15,4539,42,2
15,4539,51,2
15,4539,61,2
15,4539,62,2
15,4539,63,2
15,4539,64,2
15,4539,65,1
16,4539,21,2
16,4539,22,2
16,4539,31,2
16,4539,41,2
16,4539,42,2
16,4539,51,2
16,4539,61,2
16,4539,62,2
16,4539,63,2
16,4539,64,2
16,4539,65,1
17,4539,21,2
17,4539,22,2
17,4539,31,2
17,4539,41,2
17,4539,42,2
17,4539,51,2
17,4539,61,2
17,4539,62,2
17,4539,63,2
17,4539,64,2
17,4539,65,1
18,4539,21,2
18,4539,22,2
18,4539,31,2
18,4539,41,2
18,4539,42,2
18,4539,51,2
18,4539,61,2
18,4539,62,2
18,4539,63,2
18,4539,64,2
18,4539,65,1
19,4539,21,2
19,4539,22,2
19,4539,31,2
19,4539,41,2
19,4539,42,2
19,4539,51,1
19,4539,61,2
19,4539,62,2
19,4539,63,2
19,4539,64,2
19,4539,65,1
20,4539,21,2
20,4539,22,2
20,4539,31,2
20,4539,41,2
20,4539,42,2
20,4539,51,2
20,4539,61,2
20,4539,62,2
20,4539,63,2
20,4539,64,2
20,4539,65,1
1,4542,21,2
1,4542,22,2
1,4542,31,2
1,4542,41,2
1,4542,42,2
1,4542,51,2
1,4542,61,2
1,4542,62,2
1,4542,63,2
1,4542,64,2
1,4542,65,1
2,4542,21,2
2,4542,22,2
2,4542,31,2
2,4542,41,2
2,4542,42,2
2,4542,51,2
2,4542,61,2
2,4542,62,2
2,4542,63,2
2,4542,64,2
2,4542,65,1
3,4542,21,2
3,4542,22,2
3,4542,31,2
3,4542,41,2
3,4542,42,2
3,4542,51,2
3,4542,61,2
3,4542,62,2
3,4542,63,2
3,4542,64,2
3,4542,65,1
4,4542,21,2
4,4542,22,2
4,4542,31,2
4,4542,41,2
4,4542,42,2
4,4542,51,2
4,4542,61,2
4,4542,62,2
4,4542,63,2
4,4542,64,2
4,4542,65,1
5,4542,21,2
5,4542,22,2
5,4542,31,2
5,4542,41,2
5,4542,42,2
5,4542,51,2
5,4542,61,2
5,4542,62,2
5,4542,63,2
5,4542,64,2
5,4542,65,1
6,4542,21,2
6,4542,22,2
6,4542,31,2
6,4542,41,2
6,4542,42,2
6,4542,51,2
6,4542,61,2
6,4542,62,2
6,4542,63,2
6,4542,64,2
6,4542,65,1
7,4542,21,2
7,4542,22,2
7,4542,31,2
7,4542,41,2
7,4542,42,2
7,4542,51,1
7,4542,61,2
7,4542,63,2
7,4542,64,2
7,4542,65,1
8,4542,21,2
8,4542,22,2
8,4542,31,2
8,4542,41,2
8,4542,42,2
8,4542,51,2
8,4542,61,2
8,4542,62,2
8,4542,63,2
8,4542,64,2
8,4542,65,1
9,4542,21,2
9,4542,22,2
9,4542,31,2
9,4542,41,2
9,4542,42,2
9,4542,51,2
9,4542,61,2
9,4542,62,2
9,4542,63,2
9,4542,64,2
9,4542,65,1
10,4542,21,2
10,4542,22,2
10,4542,31,2
10,4542,41,2
10,4542,42,2
10,4542,51,2
10,4542,61,2
10,4542,62,2
10,4542,63,2
10,4542,64,2
10,4542,65,1
11,4542,21,2
11,4542,22,2
11,4542,31,2
11,4542,41,2
11,4542,42,2
11,4542,51,2
11,4542,61,2
11,4542,62,2
11,4542,63,2
11,4542,64,2
11,4542,65,1
12,4542,21,2
12,4542,22,2
12,4542,31,2
12,4542,41,2
12,4542,42,2
12,4542,51,2
12,4542,61,2
12,4542,62,2
12,4542,63,2
12,4542,64,2
12,4542,65,1
13,4542,21,2
13,4542,22,2
13,4542,31,2
13,4542,41,2
13,4542,42,2
13,4542,51,2
13,4542,61,2
13,4542,62,2
13,4542,63,2
13,4542,64,2
13,4542,65,1
14,4542,21,2
14,4542,22,2
14,4542,31,2
14,4542,41,2
14,4542,42,2
14,4542,51,2
14,4542,61,2
14,4542,62,2
14,4542,63,2
14,4542,64,2
14,4542,65,1
15,4542,21,2
15,4542,22,2
15,4542,31,2
15,4542,41,2
15,4542,42,2
15,4542,51,2
15,4542,61,2
15,4542,62,2
15,4542,63,2
15,4542,64,2
15,4542,65,1
16,4542,21,2
16,4542,22,2
16,4542,31,2
16,4542,41,2
16,4542,42,2
16,4542,51,2
16,4542,61,2
16,4542,62,2
16,4542,63,2
16,4542,64,2
16,4542,65,1
17,4542,21,2
17,4542,22,2
17,4542,31,2
17,4542,41,2
17,4542,42,2
17,4542,51,2
17,4542,61,2
17,4542,62,2
17,4542,63,2
17,4542,64,2
17,4542,65,1
18,4542,21,2
18,4542,22,2
18,4542,31,2
18,4542,41,2
18,4542,42,2
18,4542,51,2
18,4542,61,2
18,4542,62,2
18,4542,63,2
18,4542,64,2
18,4542,65,1
19,4542,21,2
19,4542,22,2
19,4542,31,2
19,4542,41,2
19,4542,42,2
19,4542,51,2
19,4542,61,2
19,4542,62,2
19,4542,63,2
19,4542,64,2
19,4542,65,1
20,4542,21,2
20,4542,22,2
20,4542,31,2
20,4542,41,2
20,4542,42,2
20,4542,51,2
20,4542,61,2
20,4542,62,2
20,4542,63,2
20,4542,64,2
20,4542,65,1
1,4545,21,2
1,4545,22,2
1,4545,31,2
1,4545,41,2
1,4545,42,2
1,4545,51,2
1,4545,61,2
1,4545,62,2
1,4545,63,2
1,4545,64,2
1,4545,65,1
2,4545,21,2
2,4545,22,2
2,4545,31,2
2,4545,41,2
2,4545,42,2
2,4545,51,2
2,4545,61,2
2,4545,62,2
2,4545,63,2
2,4545,64,2
2,4545,65,1
3,4545,21,2
3,4545,22,2
3,4545,31,2
3,4545,41,2
3,4545,42,2
3,4545,51,2
3,4545,61,2
3,4545,62,2
3,4545,63,2
3,4545,64,2
3,4545,65,1
5,4545,21,2
5,4545,22,2
5,4545,31,2
5,4545,41,2
5,4545,42,2
5,4545,51,2
5,4545,61,2
5,4545,62,2
5,4545,63,2
5,4545,64,2
5,4545,65,1
6,4545,21,2
6,4545,22,2
6,4545,31,2
6,4545,41,2
6,4545,42,2
6,4545,51,2
6,4545,61,2
6,4545,62,2
6,4545,63,2
6,4545,64,2
6,4545,65,1
7,4545,21,2
7,4545,22,2
7,4545,31,2
7,4545,41,2
7,4545,42,2
7,4545,51,2
7,4545,61,2
7,4545,62,2
7,4545,63,2
7,4545,64,2
7,4545,65,1
9,4545,21,2
9,4545,22,2
9,4545,31,2
9,4545,41,2
9,4545,42,2
9,4545,51,2
9,4545,61,2
9,4545,62,2
9,4545,63,2
9,4545,64,2
9,4545,65,1
12,4545,21,2
12,4545,22,2
12,4545,31,2
12,4545,41,2
12,4545,42,2
12,4545,51,2
12,4545,61,2
12,4545,62,2
12,4545,63,2
12,4545,64,2
12,4545,65,1
13,4545,21,2
13,4545,22,2
13,4545,31,2
13,4545,41,2
13,4545,42,2
13,4545,51,2
13,4545,61,2
13,4545,62,2
13,4545,63,2
13,4545,64,2
13,4545,65,1
14,4545,21,2
14,4545,22,2
14,4545,31,2
14,4545,41,2
14,4545,42,2
14,4545,51,2
14,4545,61,2
14,4545,62,2
14,4545,63,2
14,4545,64,2
14,4545,65,1
15,4545,21,2
15,4545,22,2
15,4545,31,2
15,4545,41,2
15,4545,42,2
15,4545,51,1
15,4545,61,2
15,4545,62,2
15,4545,63,2
15,4545,64,2
15,4545,65,1
16,4545,21,2
16,4545,22,2
16,4545,31,2
16,4545,41,2
16,4545,42,2
16,4545,51,2
16,4545,61,2
16,4545,62,2
16,4545,63,2
16,4545,64,2
16,4545,65,1
17,4545,21,2
17,4545,22,2
17,4545,31,2
17,4545,41,2
17,4545,42,2
17,4545,51,2
17,4545,61,2
17,4545,62,2
17,4545,63,2
17,4545,64,2
17,4545,65,1
18,4545,21,2
18,4545,22,2
18,4545,31,2
18,4545,41,2
18,4545,42,2
18,4545,51,2
18,4545,61,2
18,4545,62,2
18,4545,63,2
18,4545,64,2
18,4545,65,1
19,4545,21,2
19,4545,22,2
19,4545,31,2
19,4545,41,2
19,4545,42,2
19,4545,51,2
19,4545,61,2
19,4545,62,2
19,4545,63,2
19,4545,64,2
19,4545,65,1
20,4545,21,2
20,4545,22,2
20,4545,31,2
20,4545,41,2
20,4545,42,2
20,4545,51,2
20,4545,61,2
20,4545,62,2
20,4545,63,2
20,4545,64,2
20,4545,65,1
21,4545,21,2
21,4545,22,2
21,4545,31,2
21,4545,41,2
21,4545,42,2
21,4545,51,2
21,4545,61,2
21,4545,62,2
21,4545,63,2
21,4545,64,2
21,4545,65,1
1,4549,21,2
1,4549,22,2
1,4549,31,2
1,4549,41,2
1,4549,42,2
1,4549,51,2
1,4549,61,2
1,4549,62,2
1,4549,63,2
1,4549,64,2
1,4549,65,1
2,4549,21,2
2,4549,22,2
2,4549,31,2
2,4549,41,2
2,4549,42,2
2,4549,51,2
2,4549,61,2
2,4549,62,2
2,4549,63,2
2,4549,64,2
2,4549,65,1
3,4549,21,2
3,4549,22,2
3,4549,31,2
3,4549,41,2
3,4549,42,2
3,4549,51,2
3,4549,61,2
3,4549,62,2
3,4549,63,2
3,4549,64,2
3,4549,65,1
4,4549,21,2
4,4549,22,2
4,4549,31,2
4,4549,41,2
4,4549,42,2
4,4549,51,2
4,4549,61,2
4,4549,62,2
4,4549,63,2
4,4549,64,2
4,4549,65,1
5,4549,21,2
5,4549,22,2
5,4549,31,2
5,4549,41,2
5,4549,42,2
5,4549,51,2
5,4549,61,2
5,4549,62,2
5,4549,63,2
5,4549,64,2
5,4549,65,1
6,4549,21,2
6,4549,22,2
6,4549,31,2
6,4549,41,2
6,4549,42,2
6,4549,51,2
6,4549,61,2
6,4549,62,2
6,4549,63,2
6,4549,64,2
6,4549,65,1
7,4549,21,2
7,4549,22,2
7,4549,31,2
7,4549,41,2
7,4549,42,2
7,4549,51,2
7,4549,61,2
7,4549,62,2
7,4549,63,2
7,4549,64,2
7,4549,65,1
8,4549,21,2
8,4549,22,2
8,4549,31,2
8,4549,41,2
8,4549,42,2
8,4549,51,2
8,4549,61,2
8,4549,62,2
8,4549,63,2
8,4549,64,2
8,4549,65,1
9,4549,21,2
9,4549,22,2
9,4549,31,2
9,4549,41,2
9,4549,42,2
9,4549,51,2
9,4549,61,2
9,4549,62,2
9,4549,63,2
9,4549,64,2
9,4549,65,1
10,4549,21,2
10,4549,22,2
10,4549,31,2
10,4549,41,2
10,4549,42,2
10,4549,51,2
10,4549,61,2
10,4549,62,2
10,4549,63,2
10,4549,64,2
10,4549,65,1
11,4549,21,2
11,4549,22,2
11,4549,31,2
11,4549,41,2
11,4549,42,2
11,4549,51,2
11,4549,61,2
11,4549,62,2
11,4549,63,2
11,4549,64,2
11,4549,65,1
12,4549,21,2
12,4549,22,2
12,4549,31,2
12,4549,41,2
12,4549,42,2
12,4549,51,2
12,4549,61,2
12,4549,62,2
12,4549,63,2
12,4549,64,2
12,4549,65,1
13,4549,21,2
13,4549,22,2
13,4549,31,2
13,4549,41,2
13,4549,42,2
13,4549,51,2
13,4549,61,2
13,4549,62,2
13,4549,63,2
13,4549,64,2
13,4549,65,1
14,4549,21,2
14,4549,22,2
14,4549,31,2
14,4549,41,2
14,4549,42,2
14,4549,51,2
14,4549,61,2
14,4549,62,2
14,4549,63,2
14,4549,64,2
14,4549,65,1
15,4549,21,2
15,4549,22,2
15,4549,31,2
15,4549,41,2
15,4549,42,2
15,4549,51,2
15,4549,61,2
15,4549,62,2
15,4549,63,2
15,4549,64,2
15,4549,65,1
16,4549,21,2
16,4549,22,2
16,4549,31,2
16,4549,41,2
16,4549,42,2
16,4549,51,2
16,4549,61,2
16,4549,62,2
16,4549,63,2
16,4549,64,2
16,4549,65,1
17,4549,21,2
17,4549,22,2
17,4549,31,2
17,4549,41,2
17,4549,42,2
17,4549,51,2
17,4549,61,2
17,4549,62,2
17,4549,63,2
17,4549,64,2
17,4549,65,1
18,4549,21,2
18,4549,22,2
18,4549,31,2
18,4549,41,2
18,4549,42,2
18,4549,51,2
18,4549,61,2
18,4549,62,2
18,4549,63,2
18,4549,64,2
18,4549,65,1
19,4549,21,2
19,4549,22,2
19,4549,31,2
19,4549,41,2
19,4549,42,2
19,4549,51,2
19,4549,61,2
19,4549,62,2
19,4549,63,2
19,4549,64,2
19,4549,65,1
20,4549,21,2
20,4549,22,2
20,4549,31,2
20,4549,41,2
20,4549,42,2
20,4549,51,2
20,4549,61,2
20,4549,62,2
20,4549,63,2
20,4549,64,2
20,4549,65,1
1,4552,21,2
1,4552,22,2
1,4552,31,2
1,4552,41,2
1,4552,42,2
1,4552,51,2
1,4552,61,2
1,4552,62,2
1,4552,63,2
1,4552,64,2
1,4552,65,1
2,4552,21,2
2,4552,22,2
2,4552,31,2
2,4552,41,2
2,4552,42,2
2,4552,51,2
2,4552,61,2
2,4552,62,2
2,4552,63,2
2,4552,64,2
2,4552,65,1
3,4552,21,2
3,4552,22,2
3,4552,31,2
3,4552,41,2
3,4552,42,2
3,4552,51,2
3,4552,61,2
3,4552,62,2
3,4552,63,2
3,4552,64,2
3,4552,65,1
4,4552,21,2
4,4552,22,2
4,4552,31,2
4,4552,41,2
4,4552,42,2
4,4552,51,2
4,4552,61,2
4,4552,62,2
4,4552,63,2
4,4552,64,2
4,4552,65,1
5,4552,21,2
5,4552,22,2
5,4552,31,2
5,4552,41,2
5,4552,42,2
5,4552,51,2
5,4552,61,2
5,4552,62,2
5,4552,63,2
5,4552,64,2
5,4552,65,1
6,4552,21,2
6,4552,22,2
6,4552,31,2
6,4552,41,2
6,4552,42,2
6,4552,51,2
6,4552,61,2
6,4552,62,2
6,4552,63,2
6,4552,64,2
6,4552,65,1
7,4552,21,2
7,4552,22,2
7,4552,31,2
7,4552,41,2
7,4552,42,2
7,4552,51,2
7,4552,61,2
7,4552,62,2
7,4552,63,2
7,4552,64,2
7,4552,65,1
8,4552,21,2
8,4552,22,2
8,4552,31,2
8,4552,41,2
8,4552,42,2
8,4552,51,2
8,4552,61,2
8,4552,62,2
8,4552,63,2
8,4552,64,2
8,4552,65,1
9,4552,21,2
9,4552,22,2
9,4552,31,2
9,4552,41,2
9,4552,42,2
9,4552,51,2
9,4552,61,2
9,4552,62,2
9,4552,63,2
9,4552,64,2
9,4552,65,1
10,4552,21,2
10,4552,22,2
10,4552,31,2
10,4552,41,2
10,4552,42,2
10,4552,51,2
10,4552,61,2
10,4552,62,2
10,4552,63,2
10,4552,64,2
10,4552,65,1
11,4552,21,2
11,4552,22,2
11,4552,31,2
11,4552,41,2
11,4552,42,2
11,4552,51,2
11,4552,61,2
11,4552,62,2
11,4552,63,2
11,4552,64,2
11,4552,65,1
12,4552,21,2
12,4552,22,2
12,4552,31,2
12,4552,41,2
12,4552,42,2
12,4552,51,2
12,4552,61,2
12,4552,62,2
12,4552,63,2
12,4552,64,2
12,4552,65,1
13,4552,21,2
13,4552,22,2
13,4552,31,2
13,4552,41,2
13,4552,42,2
13,4552,51,2
13,4552,61,2
13,4552,62,2
13,4552,63,2
13,4552,64,2
13,4552,65,1
15,4552,21,2
15,4552,22,2
15,4552,31,2
15,4552,41,2
15,4552,42,2
15,4552,51,2
15,4552,61,2
15,4552,62,2
15,4552,63,2
15,4552,64,2
15,4552,65,1
16,4552,21,2
16,4552,22,2
16,4552,31,2
16,4552,41,2
16,4552,42,2
16,4552,51,2
16,4552,61,2
16,4552,62,2
16,4552,63,2
16,4552,64,2
16,4552,65,1
17,4552,21,2
17,4552,22,2
17,4552,31,2
17,4552,41,2
17,4552,42,2
17,4552,51,2
17,4552,61,2
17,4552,62,2
17,4552,63,2
17,4552,64,2
17,4552,65,1
18,4552,21,2
18,4552,22,2
18,4552,31,2
18,4552,41,2
18,4552,42,2
18,4552,51,2
18,4552,61,2
18,4552,62,2
18,4552,63,2
18,4552,64,2
18,4552,65,1
19,4552,21,2
19,4552,22,2
19,4552,31,2
19,4552,41,2
19,4552,42,2
19,4552,51,2
19,4552,61,2
19,4552,62,2
19,4552,63,2
19,4552,64,2
19,4552,65,1
20,4552,21,2
20,4552,22,2
20,4552,31,2
20,4552,41,2
20,4552,42,2
20,4552,51,2
20,4552,61,2
20,4552,62,2
20,4552,63,2
20,4552,64,2
20,4552,65,1
13,4555,21,1
13,4555,22,2
13,4555,31,2
13,4555,41,2
13,4555,42,2
13,4555,51,1
13,4555,61,2
13,4555,62,2
13,4555,63,2
13,4555,64,2
13,4555,65,2
20,4559,21,2
20,4559,22,2
20,4559,31,2
20,4559,41,2
20,4559,42,2
20,4559,51,1
20,4559,61,2
20,4559,62,2
20,4559,63,2
20,4559,64,2
20,4559,65,2
11,4562,21,2
11,4562,22,2
11,4562,31,2
11,4562,41,2
11,4562,42,2
11,4562,51,1
11,4562,61,2
11,4562,62,2
11,4562,63,2
11,4562,64,2
11,4562,65,2
17,4565,21,2
17,4565,22,2
17,4565,31,2
17,4565,42,2
17,4565,51,1
17,4565,61,2
17,4565,62,2
17,4565,63,2
17,4565,64,2
17,4565,65,1
10,4569,21,2
10,4569,22,2
10,4569,31,2
10,4569,41,2
10,4569,42,2
10,4569,51,1
10,4569,61,2
10,4569,62,2
10,4569,63,2
10,4569,64,2
10,4569,65,2
16,4572,21,2
16,4572,22,2
16,4572,31,2
16,4572,41,2
16,4572,42,2
16,4572,51,1
16,4572,61,2
16,4572,62,2
16,4572,63,2
16,4572,64,2
16,4572,65,2
17,4572,21,2
17,4572,22,2
17,4572,31,2
17,4572,41,2
17,4572,42,2
17,4572,51,1
17,4572,61,2
17,4572,62,2
17,4572,63,2
17,4572,64,2
17,4572,65,2
2,4575,21,2
2,4575,22,2
2,4575,31,2
2,4575,41,2
2,4575,42,2
2,4575,51,2
2,4575,61,2
2,4575,62,2
2,4575,63,2
2,4575,64,2
2,4575,65,1
3,4575,21,2
3,4575,22,2
3,4575,31,2
3,4575,41,2
3,4575,42,2
3,4575,51,2
3,4575,61,2
3,4575,62,2
3,4575,63,2
3,4575,64,2
3,4575,65,1
4,4575,21,2
4,4575,22,2
4,4575,31,2
4,4575,41,2
4,4575,42,2
4,4575,51,1
4,4575,61,2
4,4575,62,2
4,4575,63,2
4,4575,64,2
4,4575,65,1
6,4575,21,2
6,4575,22,2
6,4575,31,2
6,4575,41,2
6,4575,42,2
6,4575,51,2
6,4575,61,2
6,4575,62,2
6,4575,63,2
6,4575,64,2
6,4575,65,1
7,4575,21,2
7,4575,22,2
7,4575,31,2
7,4575,41,2
7,4575,42,2
7,4575,51,2
7,4575,61,2
7,4575,62,2
7,4575,63,2
7,4575,64,2
7,4575,65,1
8,4575,21,2
8,4575,22,2
8,4575,31,2
8,4575,41,2
8,4575,42,2
8,4575,51,2
8,4575,61,2
8,4575,62,2
8,4575,63,2
8,4575,64,2
8,4575,65,1
9,4575,21,2
9,4575,22,2
9,4575,31,2
9,4575,41,2
9,4575,42,2
9,4575,51,2
9,4575,61,2
9,4575,62,2
9,4575,63,2
9,4575,64,2
9,4575,65,1
10,4575,21,2
10,4575,22,2
10,4575,31,2
10,4575,41,2
10,4575,42,2
10,4575,51,2
10,4575,61,2
10,4575,62,2
10,4575,63,2
10,4575,64,2
10,4575,65,1
11,4575,21,2
11,4575,22,2
11,4575,31,2
11,4575,41,2
11,4575,42,2
11,4575,51,2
11,4575,61,2
11,4575,62,2
11,4575,63,2
11,4575,64,2
11,4575,65,1
12,4575,21,2
12,4575,22,2
12,4575,31,2
12,4575,41,2
12,4575,42,2
12,4575,51,2
12,4575,61,2
12,4575,62,2
12,4575,63,2
12,4575,64,2
12,4575,65,1
13,4575,21,2
13,4575,22,2
13,4575,31,2
13,4575,41,2
13,4575,42,2
13,4575,51,2
13,4575,61,2
13,4575,62,2
13,4575,63,2
13,4575,64,2
13,4575,65,1
14,4575,21,2
14,4575,22,2
14,4575,31,2
14,4575,41,2
14,4575,42,2
14,4575,51,2
14,4575,61,2
14,4575,62,2
14,4575,63,2
14,4575,64,2
14,4575,65,1
15,4575,21,2
15,4575,22,2
15,4575,31,2
15,4575,41,2
15,4575,42,2
15,4575,51,1
15,4575,61,2
15,4575,62,2
15,4575,63,2
15,4575,64,2
15,4575,65,1
16,4575,21,2
16,4575,22,2
16,4575,31,2
16,4575,41,2
16,4575,42,2
16,4575,51,2
16,4575,61,2
16,4575,62,2
16,4575,63,2
16,4575,64,2
16,4575,65,1
17,4575,21,2
17,4575,22,2
17,4575,31,2
17,4575,41,2
17,4575,42,2
17,4575,51,2
17,4575,61,2
17,4575,62,2
17,4575,63,2
17,4575,64,2
17,4575,65,1
18,4575,21,2
18,4575,22,2
18,4575,31,2
18,4575,41,2
18,4575,42,2
18,4575,51,2
18,4575,61,2
18,4575,62,2
18,4575,63,2
18,4575,64,2
18,4575,65,1
19,4575,21,2
19,4575,22,2
19,4575,31,2
19,4575,41,2
19,4575,42,2
19,4575,51,2
19,4575,61,2
19,4575,62,2
19,4575,63,2
19,4575,64,2
19,4575,65,1
20,4575,21,2
20,4575,22,2
20,4575,31,2
20,4575,41,2
20,4575,42,2
20,4575,51,2
20,4575,61,2
20,4575,62,2
20,4575,63,2
20,4575,64,2
20,4575,65,1
7,4582,21,2
7,4582,22,2
7,4582,31,2
7,4582,41,2
7,4582,42,2
7,4582,51,1
7,4582,61,2
7,4582,62,2
7,4582,63,2
7,4582,64,2
7,4582,65,2
11,4582,21,2
11,4582,22,2
11,4582,31,2
11,4582,41,2
11,4582,42,2
11,4582,51,1
11,4582,61,2
11,4582,62,2
11,4582,63,2
11,4582,64,2
11,4582,65,2
14,4585,21,2
14,4585,22,2
14,4585,31,2
14,4585,41,2
14,4585,42,2
14,4585,51,1
14,4585,61,2
14,4585,62,2
14,4585,63,2
14,4585,64,2
14,4585,65,2
9,4595,21,2
9,4595,22,2
9,4595,31,2
9,4595,41,2
9,4595,42,2
9,4595,51,1
9,4595,61,2
9,4595,62,2
9,4595,63,2
9,4595,64,2
9,4595,65,2
2,4605,21,2
2,4605,22,2
2,4605,31,2
2,4605,41,2
2,4605,42,2
2,4605,51,2
2,4605,61,2
2,4605,62,2
2,4605,63,2
2,4605,64,2
2,4605,65,1
4,4605,21,2
4,4605,22,2
4,4605,31,2
4,4605,42,2
4,4605,51,2
4,4605,61,2
4,4605,62,2
4,4605,63,2
4,4605,64,2
4,4605,65,1
7,4605,21,2
7,4605,22,2
7,4605,31,2
7,4605,41,2
7,4605,42,2
7,4605,51,2
7,4605,61,2
7,4605,62,2
7,4605,63,2
7,4605,64,2
7,4605,65,1
8,4605,21,2
8,4605,22,2
8,4605,31,2
8,4605,41,2
8,4605,42,2
8,4605,51,2
8,4605,61,2
8,4605,62,2
8,4605,63,2
8,4605,64,2
8,4605,65,1
9,4605,21,2
9,4605,22,2
9,4605,31,2
9,4605,41,2
9,4605,42,2
9,4605,51,2
9,4605,61,2
9,4605,62,2
9,4605,63,2
9,4605,64,2
9,4605,65,1
10,4605,21,2
10,4605,22,2
10,4605,31,2
10,4605,41,2
10,4605,42,2
10,4605,51,2
10,4605,61,2
10,4605,62,2
10,4605,63,2
10,4605,64,2
10,4605,65,1
11,4605,21,2
11,4605,22,2
11,4605,31,2
11,4605,42,2
11,4605,51,2
11,4605,61,2
11,4605,62,2
11,4605,63,2
11,4605,64,2
11,4605,65,1
14,4605,21,2
14,4605,22,2
14,4605,31,2
14,4605,41,2
14,4605,42,2
14,4605,51,2
14,4605,61,2
14,4605,62,2
14,4605,63,2
14,4605,64,2
14,4605,65,1
15,4605,21,2
15,4605,22,2
15,4605,31,2
15,4605,41,2
15,4605,42,2
15,4605,51,2
15,4605,61,2
15,4605,62,2
15,4605,63,2
15,4605,64,2
15,4605,65,1
16,4605,21,2
16,4605,22,2
16,4605,31,2
16,4605,41,2
16,4605,42,2
16,4605,51,2
16,4605,61,2
16,4605,62,2
16,4605,63,2
16,4605,64,2
16,4605,65,1
17,4605,21,2
17,4605,22,2
17,4605,31,2
17,4605,41,2
17,4605,42,2
17,4605,51,2
17,4605,61,2
17,4605,62,2
17,4605,63,2
17,4605,64,2
17,4605,65,1
18,4605,21,2
18,4605,22,2
18,4605,31,2
18,4605,41,2
18,4605,42,2
18,4605,51,2
18,4605,61,2
18,4605,62,2
18,4605,63,2
18,4605,64,2
18,4605,65,1
20,4605,21,2
20,4605,22,2
20,4605,31,2
20,4605,41,2
20,4605,42,2
20,4605,51,2
20,4605,61,2
20,4605,62,2
20,4605,63,2
20,4605,64,2
20,4605,65,1
21,4605,21,2
21,4605,22,2
21,4605,31,2
21,4605,41,2
21,4605,42,2
21,4605,51,2
21,4605,61,2
21,4605,62,2
21,4605,63,2
21,4605,64,2
21,4605,65,1
22,4605,21,2
22,4605,22,2
22,4605,31,2
22,4605,41,2
22,4605,42,2
22,4605,51,2
22,4605,61,2
22,4605,62,2
22,4605,63,2
22,4605,64,2
22,4605,65,1
23,4605,21,2
23,4605,22,2
23,4605,31,2
23,4605,41,2
23,4605,51,2
23,4605,61,2
23,4605,62,2
23,4605,63,2
23,4605,64,2
23,4605,65,1
24,4605,21,2
24,4605,22,2
24,4605,31,2
24,4605,41,2
24,4605,42,2
24,4605,51,2
24,4605,61,2
24,4605,62,2
24,4605,63,2
24,4605,64,2
24,4605,65,1
25,4605,21,2
25,4605,22,2
25,4605,31,2
25,4605,41,2
25,4605,42,2
25,4605,51,2
25,4605,61,2
25,4605,62,2
25,4605,63,2
25,4605,64,2
25,4605,65,1
4,4609,21,2
4,4609,22,2
4,4609,31,2
4,4609,41,2
4,4609,42,2
4,4609,51,1
4,4609,62,2
4,4609,63,2
4,4609,64,2
4,4609,65,2
22,4612,21,2
22,4612,22,2
22,4612,31,1
22,4612,41,2
22,4612,42,2
22,4612,51,1
22,4612,61,2
22,4612,62,2
22,4612,63,2
22,4612,64,2
22,4612,65,2
2,4615,21,2
2,4615,22,2
2,4615,31,2
2,4615,41,2
2,4615,42,2
2,4615,51,2
2,4615,61,2
2,4615,62,2
2,4615,63,2
2,4615,64,2
2,4615,65,1
14,4615,21,2
14,4615,22,2
14,4615,31,2
14,4615,41,2
14,4615,42,2
14,4615,51,1
14,4615,61,2
14,4615,62,2
14,4615,63,2
14,4615,64,2
14,4615,65,2
11,4619,21,2
11,4619,22,2
11,4619,31,2
11,4619,41,2
11,4619,42,2
11,4619,51,1
11,4619,61,2
11,4619,62,2
11,4619,63,2
11,4619,64,2
11,4619,65,2
1,4622,21,2
1,4622,22,2
1,4622,31,2
1,4622,41,2
1,4622,42,2
1,4622,51,1
1,4622,61,2
1,4622,62,2
1,4622,63,2
1,4622,64,2
1,4622,65,2
21,4629,21,2
21,4629,22,2
21,4629,31,2
21,4629,41,2
21,4629,42,2
